CAR TYPE,CC AND FUEL TYPE,ASSEMBLER,BRAND,TYPE / MODEL,CC,TRANS,"FUEL (G/D)","TANK CAPT","GVW (Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL BASE","DIMENSION P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Segmt Share,Sedan Share,TOTAL 2020
SEDAN TYPE,CC < 1.500 [G/D],PT. Toyota Motor Mftg Indonesia,TOYOTA,VIOS D (LOW GRADE),1500,MT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,5,-,-,-,-,-,-,1,4,-,-,-,"0,0%","0,0%",10
,,,,VIOS R (MID GRADE),1500,MT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,10,-,-,-,-,-,-,"0,0%","0,0%",10
,,,,VIOS D (LOW GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",5
,,,,VIOS R (MID GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,126,147,66,29,10,44,170,-,37,104,95,-,"3,6%","3,4%",828
,,,,VIOS G (HIGH GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,34,40,49,7,1,10,7,-,-,-,-,-,"0,6%","0,6%",148
,,,,VIOS R (MID GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,3.501,3.233,2.830,1.366,400,1.447,1.413,773,1.130,1.558,2.187,1.765,"93,8%","89,2%",21.603
,,,,VIOS D (LOW GRADE),1500,MT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,2,-,6,3,-,3,-,6,-,1,6,2,"0,1%","0,1%",29
,,,,VIOS G (HIGH GRADE),1500,MT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,1,7,25,1,-,-,-,-,-,-,-,2,"0,2%","0,1%",36
,,,,VIOS R (MID GRADE),1500,MT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,1,-,-,-,3,"0,0%","0,0%",4
,,,,VIOS G (HIGH GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,16,21,28,16,4,66,5,6,30,22,29,26,"1,2%","1,1%",269
,,,,VIOS R (MID GRADE),1500,CVT,G,42,1080,0,195/50 R16,109 / 6000,2550,4410X1700X1475,5,4X2,FF,0,4,4,CKD,INA,11,19,20,6,2,6,1,4,-,1,14,9,"0,4%","0,4%",93
,CC 1.501 - 3.000 [G],PT. Gaya Motor,BMW,BMW 320,1995,AT,G,0,0,0,0,0,0,0,0,4X2,0,0,4,4,CKD,INA,83,33,14,-,-,45,45,8,-,-,-,1,"19,3%","0,9%",229
,,,,BMW 328/330,2497,AT,G,0,0,0,0,0,0,0,0,4X2,0,0,4,4,CKD,INA,1,48,23,10,-,41,44,1,-,1,-,18,"15,7%","0,8%",187
,,,,BMW 520,2000,AT,G,0,0,0,0,0,0,0,0,4X4,4WD,0,4,4,CKD,INA,-,47,18,26,-,3,-,24,-,1,16,8,"12,0%","0,6%",143
,,,,BMW 528/530,3000,AT,G,0,0,0,0,0,0,0,0,4X4,4WD,0,4,4,CKD,INA,1,-,-,-,-,22,24,1,1,-,16,6,"6,0%","0,3%",71
,,,,BMW 7 series,3000,AT,G,0,0,0,0,0,0,0,0,4X4,4WD,0,4,4,CKD,INA,27,7,11,1,-,8,3,9,3,2,1,-,"6,1%","0,3%",72
,,PT. Mercedes Benz Indonesia,MERCEDES-BENZ PC,C180,1991,AT,G,41,2030,7,225/50 R17,184,2840,"4,686 x 2,020 x 1,442",5,4X2,FR,0,4,4,CKD,IND,20,2,-,-,-,2,23,1,-,-,-,-,"4,0%","0,2%",48
,,,,C 200 AVA,1991,AT,G,66,2030,9,"225/45, 245/40 R18",184,2840,"4,686 x 2,020 x 1,442",5,4X2,FR,0,4,4,CKD,IND,1,-,20,-,-,5,23,-,1,-,-,-,"4,2%","0,2%",50
,,,,C 300 AMG,1991,AT,G,66,2135,9,"225/45, 245/40 R18",258,2840,"4,702 x 2,020 x 1,432",5,4X2,FR,0,4,4,CKD,IND,46,38,4,-,-,55,22,24,1,2,-,-,"16,2%","0,8%",192
,,,,E 200 AVA,1991,AT,G,66,2265,9,245/45 R18,184,2939,"4,686 x 2,065 x 1,468",5,4X2,FR,0,4,4,CKD,IND,23,-,-,-,-,-,-,-,-,-,-,-,"1,9%","0,1%",23
,,,,E 300 AVA,1991,AT,G,66,2395,9,245/45 R18,258,2939,"4,686 x 2,065 x 1,468",5,4X2,FR,0,4,4,CKD,IND,41,22,7,-,-,3,-,-,23,-,-,-,"8,1%","0,4%",96
,,,,E 350 AMG,1991,AT,G,66,2410,9,"245/40, 275/35 R19",299,2939,"4,702 x 2,065 x 1,452",5,4X2,FR,0,4,4,CKD,IND,-,15,6,-,-,3,2,-,22,-,-,-,"4,0%","0,2%",48
,,,,S 450,2996,AT,G,80,2700,9,"245/45, 275/40 R19",367,3165,"5,255 x 2,130 x 1,494",5,4X2,FR,0,4,4,CKD,IND,2,-,5,-,-,11,8,2,-,-,1,-,"2,4%","0,1%",29
4X2 TYPE,CC < 1.500 [G/D],PT. Astra Daihatsu Motor,DAIHATSU,Grand New  Xenia 1.3 X MT,1329,MT,G,45,1120,5125,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,846,940,753,43,-,5,18,33,197,208,200,217,"1,1%","0,9%",3.460
,,,,Grand New  Xenia 1.3 X AT,1329,AT,G,45,1130,5571,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,78,101,92,8,-,1,5,13,44,29,21,10,"0,1%","0,1%",402
,,,,Grand New  Xenia 1.3 R MT,1329,MT,G,45,1110,5125,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,875,1.009,682,34,-,5,12,19,77,78,152,139,"0,9%","0,8%",3.082
,,,,Grand New  Xenia 1.3 R AT,1329,AT,G,45,1120,5571,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,108,121,117,8,-,1,5,9,70,49,11,10,"0,2%","0,1%",509
,,,,Grand New  Xenia 1.5 R MT,1496,MT,G,45,1120,4875,185/70R14,104,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,20,30,30,2,-,-,1,1,8,6,53,-,"0,0%","0,0%",151
,,,,Grand New  Xenia 1.5 R AT,1496,AT,G,45,1130,5125,185/70R14,104,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,14,5,10,1,-,-,-,-,-,4,-,-,"0,0%","0,0%",34
,,,,Luxio 1.5 D (New ),1495,MT,G,43,1290,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,0,5,4,CKD,INA,39,33,72,3,-,-,3,63,74,45,45,33,"0,1%","0,1%",410
,,,,Luxio 1.5 X MT (New ),1298,MT,G,45,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,0,5,4,CKD,INA,82,171,160,4,-,1,7,113,173,92,52,73,"0,3%","0,2%",928
,,,,Luxio 1.5 X AT (New ),1495,AT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,0,5,4,CKD,INA,24,30,36,1,-,1,4,58,49,17,9,9,"0,1%","0,1%",238
,,,,All New  Terios X AT,1496,MT,G,45,1245,5571,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,701,937,1.229,77,-,28,131,630,623,457,511,580,"1,8%","1,5%",5.904
,,,,All New  Terios R MT,1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,253,134,247,23,-,8,41,127,183,127,94,59,"0,4%","0,3%",1.296
,,,,All New  Terios R AT,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,97,332,989,57,-,23,114,340,491,334,240,305,"1,0%","0,9%",3.322
,,,,All New  Terios R MT,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,336,198,437,35,-,15,58,83,224,211,110,91,"0,6%","0,5%",1.798
,,,,All New  Terios Custom MT,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,5,5,-,-,-,-,4,-,-,2,1,"0,0%","0,0%",17
,,,,All New  Terios Custom AT,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,7,5,5,-,-,-,1,6,2,1,-,-,"0,0%","0,0%",27
,,,,Gran Max BV 1.3,1298,MT,G,43,2000,5125,165R1308PR,88,2650,4045X1665X1900,2,4X2,FR,0,5,4,CKD,INA,866,768,624,41,-,1,28,457,574,698,783,400,"1,6%","1,3%",5.240
,,,,Gran Max MB 1.3 HI,1298,MT,G,43,1840,5125,165R1308PR,88,2650,4045X1665X1900,9,4X2,FR,0,5,4,CKD,INA,204,195,239,18,-,2,25,237,366,246,98,106,"0,5%","0,4%",1.736
,,,,Gran Max MB 1.3 HI  FF,1298,MT,G,43,1840,5125,165R1308PR,88,2650,4045X1665X1900,8,4X2,FR,0,5,4,CKD,INA,87,95,89,9,-,-,19,94,200,115,77,52,"0,3%","0,2%",837
,,,,Gran Max MB 1.5 HI,1500,MT,G,43,1840,4875,165R1308PR,88,2650,4045X1665X1900,9,4X2,FR,0,5,4,CKD,INA,116,114,123,12,-,1,16,87,169,105,30,47,"0,3%","0,2%",820
,,PT. Sokonindo Automobile,DFSK,GLORY 580 1.5T A/T CVT LUXURY,1498,AT,G,58,2035,0,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,-,2,-,-,7,-,-,-,-,-,-,-,"0,0%","0,0%",9
,,,,GLORY 580 1.5T A/T CVT COMFORT,1498,AT,G,58,2035,0,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,3,-,3,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",6
,,,,GLORY 560 1.5T 6M/T BASIC,1498,MT,G,50,2005,0,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,0,4,4,CKD,INA,54,124,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",178
,,,,GLORY I0AUTO,1498,AT,EV,58,2035,0,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,1,10,-,55,87,-,-,-,-,-,-,-,"0,0%","0,0%",153
,,PT. Honda Prospect Motor,HONDA,All New  Jazz S,1497,AT,G,42,0,0,15 x 5 1/2J,120,2500,3900 x 1695 x 1525,5,4X2,FF,0,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,60,-,-,"0,0%","0,0%",60
,,,,All New  Jazz RS,1497,MT,G,42,0,0,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,0,5,4,CKD,INA,180,240,180,-,-,-,60,-,-,60,180,60,"0,3%","0,2%",960
,,,,All New  Jazz RS,1497,AT,G,42,0,0,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,0,5,4,CKD,INA,1.140,900,780,235,-,-,5,-,-,660,480,180,"1,3%","1,1%",4.380
,,,,New  Mobilio S,1497,MT,G,42,0,0,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,0,5,4,CKD,INA,600,420,943,137,-,-,-,-,-,-,-,120,"0,7%","0,6%",2.220
,,,,New  Mobilio E,1497,MT,G,42,0,0,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,0,5,4,CKD,INA,300,420,240,89,31,-,-,-,-,-,-,60,"0,3%","0,3%",1.140
,,,,New  Mobilio E,1497,CVT,G,42,0,0,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,0,5,4,CKD,INA,480,480,360,120,21,-,-,-,-,39,-,120,"0,5%","0,4%",1.620
,,,,New  Mobilio RS,1497,MT,G,42,0,0,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,0,5,4,CKD,INA,60,120,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",180
,,,,New  Mobilio RS,1497,CVT,G,42,0,0,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,0,5,4,CKD,INA,180,180,240,-,-,-,-,-,-,60,-,60,"0,2%","0,2%",720
,,,,HR-V S,1497,MT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,120,120,120,60,-,-,-,-,-,60,-,60,"0,2%","0,1%",540
,,,,HR-V S,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,-,60,60,60,-,-,-,-,-,-,-,60,"0,1%","0,1%",240
,,,,HR-V E,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,720,840,1.020,180,-,-,-,-,-,240,420,360,"1,2%","1,0%",3.780
,,,,HR-V E+,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,1.482,1.533,1.407,348,-,-,-,-,-,969,1.038,1.014,"2,4%","2,0%",7.791
,,,,HR-V Prestige,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,180,180,120,60,-,-,-,-,-,60,180,60,"0,3%","0,2%",840
,,,,BR-V E+,1500,MT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,60,60,120,-,-,-,1,-,-,-,60,-,"0,1%","0,1%",301
,,,,BR-V E+,1500,CVT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,120,180,120,-,-,-,-,-,-,60,60,60,"0,2%","0,2%",600
,,,,BR-V E PRESTIGE +,1500,CVT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,180,120,240,-,-,-,1,-,-,-,60,-,"0,2%","0,2%",601
,,,,All New  CR-V Prestige,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FF,0,5,4,CKD,INA,780,721,660,180,-,-,-,-,-,541,600,720,"1,3%","1,1%",4.202
,,,,All New  CR-V,1500,AT,G,0,1509,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,180,180,61,-,-,-,-,-,-,60,180,120,"0,2%","0,2%",781
,,,,Brio RS,1198,MT,G,35,960,0,0,88,2345,3610 x 1680 x 1485,5,4X2,FF,0,4,4,CKD,INA,360,360,300,180,-,-,-,360,240,300,360,240,"0,8%","0,7%",2.700
,,,,Brio RS,1198,AT,G,35,960,0,0,88,2345,3610 x 1680 x 1485,5,4X2,FF,0,4,4,CKD,INA,1.320,1.080,900,480,-,-,-,660,1.080,840,720,1.080,"2,5%","2,1%",8.160
,,PT. Mitsubishi Motors Krama Yudha Indonesia,MITSUBISHI MOTORS,Xpander 1.5L Ultimate (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,1.504,6,431,348,-,-,4,130,304,43,-,-,"0,8%","0,7%",2.770
,,,,Xpander 1.5L Sport (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,1.317,9,185,180,-,-,3,84,189,2,-,-,"0,6%","0,5%",1.969
,,,,Xpander 1.5L Sport (4X2) M/T,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,1.222,153,234,190,-,-,1,70,3,-,-,-,"0,6%","0,5%",1.873
,,,,Xpander 1.5L Exceed (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,650,3,173,97,-,-,1,44,105,10,-,-,"0,3%","0,3%",1.083
,,,,Xpander 1.5L Exceed (4X2) M/T,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,632,8,111,130,-,-,3,49,133,10,-,190,"0,4%","0,3%",1.266
,,,,Xpander 1.5L GLS (4X2) A/T,1499,AT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,188,61,39,11,-,-,285,-,14,5,-,-,"0,2%","0,2%",603
,,,,Xpander 1.5L GLS (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,40,35,138,7,-,-,1,91,161,2,-,-,"0,1%","0,1%",475
,,,,Xpander 1.5L GLX (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,70,25,77,3,-,-,314,4,-,-,-,-,"0,2%","0,1%",493
,,,,Xpander 1.5 2WD 4AT M YET,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,75,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",75
,,,,Xpander 1.5 2WD 4AT H YET,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,675,-,-,-,-,-,-,-,-,-,"0,2%","0,2%",675
,,,,Xpander 1.5 2WD 5MT M VET,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,434,1.487,1.153,335,-,-,4,119,13,536,1,-,"1,2%","1,0%",4.082
,,,,Xpander 1.5 2WD 4AT Q VET,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,119,1.541,810,421,-,-,711,1.377,1.650,1.546,320,-,"2,6%","2,2%",8.495
,,,,Xpander 1.5 2WD 4AT P MMTH,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,793,27,-,-,-,-,9,652,970,384,"0,9%","0,7%",2.835
,,,,Xpander 1.5 2WD 5MT M PHL,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,169,249,298,22,-,-,193,7,450,248,68,175,"0,6%","0,5%",1.879
,,,,Xpander 1.5 2WD 4AT H PHL,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,201,356,254,6,-,-,-,-,254,796,538,760,"1,0%","0,8%",3.165
,,,,Xpander 1.5 2WD 4AT P PHL,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,530,1.101,908,37,-,-,-,-,-,-,-,-,"0,8%","0,7%",2.576
,,,,Xpander 1.5 2WD 4AT P+ PHL,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,15,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",15
,,,,Xpander 1.5 2WD 4AT M GEXP,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,5,5,-,-,-,-,-,10,-,-,-,"0,0%","0,0%",20
,,,,Xpander 1.5 2WD 4AT H GEXP,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,168,60,154,65,-,-,155,115,127,155,173,264,"0,4%","0,4%",1.436
,,,,Xpander 1.5 2WD 4AT Q BGD,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,60,85,115,30,-,-,50,-,-,-,-,-,"0,1%","0,1%",340
,,,,Xpander 1.5 2WD 5MT M BGD,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,5,-,-,-,-,-,28,-,-,-,"0,0%","0,0%",33
,,,,Xpander 1.5 2WD 4AT H MUS,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,30,60,10,-,-,10,-,-,-,-,-,"0,0%","0,0%",110
,,,,Xpander 1.5 2WD 5MT H GEXP,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,18,18,10,-,-,-,10,6,-,-,-,-,"0,0%","0,0%",62
,,,,Xpander Cross 1.5L PREMIUM (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,2.575,61,1.766,100,-,-,-,65,4,205,971,106,"1,8%","1,5%",5.853
,,,,Xpander Cross 1.5L (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,402,465,-,-,-,-,-,-,-,-,-,2,"0,3%","0,2%",869
,,,,Xpander Cross 1.5L (4X2) M/T,1499,MT,G,45,1840,4812,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,640,112,153,-,-,-,-,7,183,35,141,196,"0,4%","0,4%",1.467
,,,,Xpander 1.5L (4X2) MT BLACK EDITION,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,4,95,292,8,"0,1%","0,1%",399
,,,,Xpander 1.5L (4X2) AT BLACK EDITION,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,3,103,289,3,"0,1%","0,1%",398
,,,,Xpander Croos 1.5L (4X2) BLACK EDITION,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,173,320,1,-,"0,2%","0,1%",494
