CAR TYPE,CC AND FUEL TYPE,ASSEMBLER,BRAND,TYPE / MODEL,CC,TRANS,"FUEL (G/D)","TANK CAPT","GVW (Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL BASE","DIMENSION P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Segmt Share,Sedan Share,TOTAL 2020
,"CC > 3.001 [G]
/ 2.501 [D]",PT. Toyota Motor Mftg Indonesia,TOYOTA,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,84,102,158,62,21,154,-,-,-,-,-,-,"15,1%","4,8%",581
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,293,314,330,133,33,307,-,-,-,-,-,-,"36,5%","11,7%",1.410
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,-,-,-,-,-,42,44,26,33,76,74,"7,6%","2,4%",295
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,-,-,-,-,-,18,77,217,178,277,263,"26,7%","8,5%",1.030
,,,,FORTUNER,3000,AT,D,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,101,58,48,1,1,79,-,-,-,-,-,-,"7,5%","2,4%",288
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,1,-,-,"0,0%","0,0%",1
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,9,16,16,"1,1%","0,3%",41
,,,,FORTUNER,3000,MT,D,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,26,31,13,3,29,-,-,-,-,-,-,"2,6%","0,8%",102
,,,,FORTUNER,4000,AT,G,80,0,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,FWD,0,5,4,CKD,INA,-,-,-,-,-,-,1,-,-,43,44,24,"2,9%","0,9%",112
BUS,GVW 5 - 10 Ton [G/D],"PT. Hino Motor
Manufacturing Indonesia",HINO,FB2WGLZ0EN (FB130),4009,MT,D,0,8000,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,18,12,19,11,-,18,-,6,-,6,12,"8,0%","4,9%",102
,,,,WU302R0HRMLHD8 1100SDB(110SDB) LOT YM,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,4,CKD,INA,-,-,-,5,-,-,-,-,-,-,-,10,"1,2%","0,7%",15
,,,,WU342R0HRMLHD8 (110SD0BL04.6) LOT YU,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,4,CKD,INA,30,35,165,20,10,-,-,-,30,-,35,10,"26,2%","16,1%",335
,,,,WU352R0HKMRJD8 (130MD0BL05.1) LOT ZP,4009,MT,D,0,5200,2,4,0,0,0,0,4X2,FR,0,2,4,CKD,INA,15,5,-,-,-,5,-,-,10,-,-,10,"3,5%","2,2%",45
,,"PT. Krama Yuda
Ratu Motor",MITSUBISHI FUSO,FE 71 BC 0 4 W,3908,MT,D,70,5200,4875,"7,50015012PR",110,2500,4890 X 1750 X 2055,3,4X2,FR,116,3,4,CKD,INA,105,84,72,18,-,2,31,4,4,8,-,-,"25,6%","15,8%",328
,,,,FE 84G BC 0 6 W,3908,MT,D,100,8000,6166,"7,50016014PR",136,3350,6050 X 2035 X 2210,3,4X2,FR,112,3,6,CKD,INA,168,48,48,-,-,-,-,48,-,72,48,24,"35,6%","22,0%",456
,GVW 10 - 24 Ton [G/D],"PT. Hino Motor
Manufacturing Indonesia",HINO,AK8JRKA0FCJ (A215),7684,MT,D,0,14200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,12,6,-,-,-,-,-,-,-,-,"2,3%","0,9%",18
,,,,RK8JSKA0NHJ (R260),7684,MT,D,0,14200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,120,150,96,42,12,18,-,-,-,-,-,-,"55,1%","21,1%",438
,,,,FC9JNKA0NNJB,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,6,18,18,6,-,24,-,-,-,-,-,-,"9,1%","3,5%",72
,,,,RN8JSPA0SJJ,7684,MT,D,0,16000,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,18,18,-,-,6,-,-,-,-,-,-,"5,3%","2,0%",42
,,PT Daimler Commercial Vehicles Indonesia,MERCEDES-BENZ CV,OH 1526,6374,MT,D,300,15000,.700 0 0.7,11.00 R 22.5,260,5950,11500 x 2498,0,4X2,RR,120,0,4,CKD,INA,24,-,-,-,-,-,-,-,-,-,-,-,"3,0%","1,2%",24
,,,,OH 1626 L MT,6374,MT,D,300,16000,.700 0 0.7,11.00 R 22.5,260,5950,12000 x 2498,0,4X2,RR,120,0,4,CKD,INA,50,72,48,-,-,-,-,17,7,-,-,-,"24,4%","9,3%",194
,,,,OH 1626 L AT,6374,AT,D,300,16000,3.49 0 0.6,11.00 R 22.5,260,5950,12000 x 2498,0,4X2,RR,120,0,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",1
,,,,O 500 RS 1836,11967,MT,D,300,18000,.528 0 0.7,295 / 80 R 22.5,349,6300,12220 x 2458,0,4X2,RR,120,0,4,CKD,INA,6,-,-,-,-,-,-,-,-,-,-,-,"0,8%","0,3%",6
PICK UP,GVW < 5 Ton [G/D],PT. Astra Daihatsu Motor,DAIHATSU,Gran Max PU 1.3 STD,1298,MT,G,43,1950,5125,175R1308PR,88,2650,4149X1665X1850,3,4X2,FR,0,2,4,CKD,INA,785,879,952,82,-,11,79,134,286,489,593,572,"5,1%","3,6%",4.862
,,,,Gran Max PU 1.3 30WAY,1298,MT,G,43,1950,5125,175R1308PR,88,2650,4195X1675X1890,3,4X2,FR,0,2,4,CKD,INA,315,348,291,23,-,2,20,32,91,121,150,87,"1,6%","1,1%",1.480
,,,,Gran Max PU 1.3 Deckless,1298,MT,G,43,1950,5125,175R1308PR,88,2650,4195X1675X1890,3,4X2,FR,0,2,4,CKD,INA,58,53,-,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",111
,,,,Gran Max PU 1.5 STD,1495,MT,G,43,2100,5125,175R1308PR,97,2650,4149X1665X1850,3,4X2,FR,0,2,4,CKD,INA,2.181,2.298,2.435,210,-,23,183,633,2.327,1.856,1.975,1.921,"16,8%","11,7%",16.042
,,,,Gran Max PU 1.5 30WAY,1495,MT,G,43,2100,5125,175R1308PR,97,2650,4149X1665X1850,3,4X2,FR,0,2,4,CKD,INA,302,316,263,12,-,2,8,29,58,90,98,69,"1,3%","0,9%",1.247
,,PT. Gaya Motor,ISUZU,Panther PU STD,2499,MT,D,51,1990,4100,1650R13C08PR,80,2680,"4,360 x 1,650 x 1,725",3,4X2,FR,0,2,4,CKD,INA,3,62,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",65
,,,,Panther PU GD 3 Way,2499,MT,D,51,1990,4100,1650R13C08PR,80,2680,"4,655 x 1,820 x 1,790",3,4X2,FR,0,2,4,CKD,INA,-,60,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",60
,,,,Traga,2499,MT,D,47,2540,0,0,0,0,0,0,4X2,0,0,2,4,CKD,INA,1.285,1.137,1.019,265,132,326,708,804,852,1.032,1.236,1.116,"10,4%","7,3%",9.912
,,PT. Mitsubishi Motors Krama Yudha Indonesia,MITSUBISHI MOTORS,L300 D P/U FLD,2500,MT,D,47,2450,5286,"7,0001408PR",74,2200,4170 X 1700 X 1845,3,4X2,FR,140,2,4,CKD,INA,1.843,1.437,1.780,231,-,-,193,396,918,1.847,1.971,1.661,"12,9%","9,0%",12.277
,,,,L300 D P/U STD,2500,MT,D,47,2450,5286,"7,0001408PR",74,2200,4170 X 1700 X 1845,3,4X2,FR,140,2,4,CKD,INA,450,330,300,30,-,-,147,3,150,207,385,308,"2,4%","1,7%",2.310
,,,,L300 D CC,2477,MT,D,47,2540,5286,"7,0001408PR",74,2200,4195 X 1695 X 1820,3,4X2,FR,0,2,4,CKD,INA,457,327,149,21,-,-,-,-,-,-,60,210,"1,3%","0,9%",1.224
,,PT. Suzuki Indomobil Motor,SUZUKI,New  Carry PU FD,1493,MT,G,42,2085,4875,175/70 R13,"78,8",1970,3875 X 1570 X 1915,3,4X2,FR,0,2,4,CKD,INA,3.934,3.862,3.867,744,10,-,918,287,3.552,2.757,4.303,4.506,"30,2%","21,0%",28.740
,,,,New  Carry PU WD,1493,MT,G,42,2085,4875,175/70 R13,"78,8",1970,3875 X 1570 X 1915,3,4X2,FR,0,5,4,CKD,INA,2.286,1.956,1.984,364,11,-,950,10,611,899,1.950,1.198,"12,8%","8,9%",12.219
,,,,New  Carry CH,1493,MT,G,42,2085,4875,175/70 R13,"78,8",1970,3875 X 1570 X 1915,3,4X2,FR,0,5,4,CKD,INA,842,718,623,179,3,13,237,53,68,404,414,456,"4,2%","2,9%",4.010
,,PT. Sokonindo Automobile,DFSK,DFSK DXK1021TYD1 1.3T AC STD (4X2) MT,1248,MT,D,55,2655,0,195R14C08PR,74,2750,4280 X 1810 X 1890,3,4X2,FR,0,2,4,CKD,INA,-,95,30,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",125
,,,,DFSK DXK1021TYQ1 1.5 AC STD (4X2) MT,1498,MT,G,55,2460,0,185R14C08PR,102,2750,4440 X 1810 X 1890,3,4X2,FR,0,2,4,CKD,INA,311,116,184,-,-,-,-,-,-,-,-,-,"0,6%","0,4%",611
TRUCK,GVW 5 - 10 Ton [G/D],"PT. Hino Motor
Manufacturing Indonesia",HINO,WU302R0HKMLHD3 ( DUTRO 110HD0STD ),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,50,60,80,50,35,-,-,-,-,-,50,135,"1,4%","0,3%",460
,,,,WU302R0HKMLHD8 ( DUTRO 130MD0STD ),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,5,-,-,5,-,-,-,-,-,5,"0,0%","0,0%",15
,,,,WU342R0HKMLHD8 ( DUTRO 130MD0L),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,80,100,70,43,27,-,-,-,40,55,60,55,"1,6%","0,4%",530
,,,,WU342R0HKMQHD8 (DUTRO 130HD0STD06.4),4009,MT,D,0,8250,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,45,5,45,25,20,5,-,-,-,-,25,30,"0,6%","0,1%",200
,,,,WU352R0HKMQHD8 (130HD0L05.8),4009,MT,D,0,8250,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,20,25,5,5,-,-,-,-,-,10,10,5,"0,2%","0,1%",80
,,,,WU342R0HKMRHD3 (130MD05.1),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,50,26,14,15,-,-,-,10,-,-,5,10,"0,4%","0,1%",130
,,,,WU352R-HKMRJD8 (130MDL),4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,4,CKD,INA,100,90,60,65,15,5,10,-,-,65,55,45,"1,5%","0,4%",510
,,,,WU352R-HAMTJD8 (130HD-5.8),4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,4,CKD,INA,105,120,90,40,-,10,-,-,30,50,85,60,"1,8%","0,4%",590
,,,,WU342R0HKMTJD3 (DUTRO EXPORT (110HD0PS),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,910,725,560,205,5,115,30,-,-,-,145,580,"9,8%","2,4%",3.275
,,,,WU352R0HAMTJD8 (DUTRO 110LD0L0PS05.5),4009,MT,D,0,7000,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,10,15,-,10,-,-,-,-,-,-,-,-,"0,1%","0,0%",35
,,,,WU342R0HKMRJD8 (DUTRO 130MD0L0PS05.8),4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,5,10,-,5,-,-,-,5,-,-,-,25,"0,2%","0,0%",50
,,,,WU302L0HKMLHD3,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,4,CKD,INA,5,10,15,-,-,10,-,-,-,-,-,-,"0,1%","0,0%",40
,,,,WU342L0HKMTJD3,4009,MT,D,0,8250,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,20,-,5,-,-,10,-,5,10,-,-,-,"0,2%","0,0%",50
,,,,XZU302L0HKMLHD8,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,10,-,-,-,-,-,-,-,-,"0,0%","0,0%",10
,,,,XZU342L0HKMLKD8,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,30,10,30,-,-,-,-,-,-,-,-,-,"0,2%","0,1%",70
,,,,XZU342L0HKMRKD8,4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,25,88,2,-,40,-,-,-,-,-,15,"0,5%","0,1%",170
,,,,XZU342L0HRMLKD1,4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,70,50,-,30,-,35,50,15,-,-,-,-,"0,8%","0,2%",250
,,,,XZU342L0HKMLKD8,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,35,5,-,20,-,-,-,-,-,-,"0,2%","0,0%",60
,,,,XZU342L0HKMLKD8,4009,MT,D,0,5200,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,50,-,-,-,-,-,30,"0,2%","0,1%",80
,,,,XZU342L0HKMTKD3,4009,MT,D,0,8250,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,-,-,-,20,-,35,10,"0,2%","0,0%",65
,,,,XZU353L0HKMRKD8,4009,MT,D,0,7500,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,-,-,30,10,-,20,10,"0,2%","0,1%",70
,,PT. Isuzu Astra Motor Indonesia,ISUZU,NQR71 EC,4570,MT,D,100,8000,6142,7.50015014PR,125,4175,"7,445 x 2,100 x 1,630",0,4X2,FR,110,2,6,CKD,INA,48,60,47,1,-,-,-,-,-,-,-,-,"0,5%","0,1%",156
,,,,NMR71T SD,4570,MT,D,100,8250,"5,375",7.50015014PR,125,3360,"6000 x1,920x2,280",3,4X2,FR,107,2,6,CKD,INA,192,72,72,-,-,12,36,48,72,36,60,60,"2,0%","0,5%",660
,,,,NMR71T HD 5.8,4570,MT,D,100,8250,"5,857",7.50015014PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CKD,INA,600,710,542,44,-,24,48,72,144,288,300,300,"9,2%","2,2%",3.072
,,,,NPS 75,4570,MT,D,100,8250,5857,7.50015014PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CKD,INA,-,12,-,-,-,12,-,-,-,12,-,-,"0,1%","0,0%",36
,,,,FRR90,5193,MT,D,200,10000,5571,8.25016014PR,190,5320,"8,625 x 2,200 x 2,540",3,4X2,FR,103,2,6,CKD,INA,6,12,24,6,-,-,-,12,-,-,6,-,"0,2%","0,0%",66
,,,,NLR55 T,2771,MT,D,75,5100,"4,875",7.50015010PR,100,2490,"4,700 x 1,835 x 2,200",3,4X2,FR,0,2,4,CKD,INA,203,193,144,24,-,-,-,48,132,144,156,168,"3,6%","0,9%",1.212
,,,,NLR71 T,4570,MT,D,75,5100,"4,556",750015012PR,125,2490,"4,700 x 1,835 x 2,200",3,4X2,FR,0,2,4,CKD,INA,-,-,12,-,-,-,-,-,-,12,-,-,"0,1%","0,0%",24
,,,,NLR55 B,2771,MT,D,75,5100,"4,875",225/75/R16,100,2490,"4,870 x 1,835 x 2,170",16,4X2,FR,0,2,4,CKD,INA,276,264,216,50,24,166,60,24,-,84,48,36,"3,7%","0,9%",1.248
,,,,NLR71 BL,4570,MT,D,100,5100,"4,3",225/75/R16,125,3360,"6,170 x 1,835 x 2,200",3,4X2,FR,0,2,4,CKD,INA,12,-,12,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",24
,,,,NMR71T SDL,4570,MT,D,100,8250,5857,7.50015014PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CKD,INA,-,96,96,24,-,24,36,84,108,108,192,252,"3,1%","0,7%",1.020
,,PT. Krama Yudha Ratu Motor,MITSUBISHI FUSO,FE 71 0 4 W,3908,MT,D,70,5150,4875,7.50015012 PR,110,2500,4735 X 1750 X 2055,3,4X2,FR,116,2,4,CKD,INA,830,420,600,-,-,120,242,180,360,240,420,120,"10,6%","2,6%",3.532
,,,,FE 73 0 6 W,3908,MT,D,100,7000,5714,"7,00016014PR",110,3350,5960 X 1870 X 2130,3,4X2,FR,100,2,6,CKD,INA,-,60,120,-,-,-,1,60,-,120,60,-,"1,3%","0,3%",421
,,,,FE 73 HD 0 6 W,3908,MT,D,100,7000,6166,"7,00016014PR",110,3350,5960 X 1870 X 2130,3,4X2,FR,94,2,6,CKD,INA,35,-,-,-,-,-,61,-,-,-,-,-,"0,3%","0,1%",96
,,,,FE 74 HDV 0 6 W,3908,MT,D,100,7500,6333,"7,50016014PR",125,3350,5960 X 1970 X 2145,3,4X2,FR,113,2,6,CKD,INA,1.440,600,960,-,-,120,1,600,480,360,600,720,"17,7%","4,3%",5.881
,,,,FE 74 S 0 6 W,3908,MT,D,100,7500,5571,"7,50016014PR",125,3350,5960 X 1970 X 2145,3,4X2,FR,120,2,6,CKD,INA,359,240,360,-,-,60,182,300,240,360,300,240,"7,9%","1,9%",2.641
,,,,FE 75 SUPER HD 0 6 W,3908,MT,D,100,8250,6333,"7,50016014PR",136,3350,5960 X 1970 X 2145,3,4X2,FR,113,2,6,CKD,INA,1.140,540,720,-,-,-,122,240,360,360,480,600,"13,7%","3,3%",4.562
,,,,FE 84 0 6 W,3908,MT,D,100,8000,5714,"7,50016014PR",136,3850,6770 X 2035 X 2210,3,4X2,FR,113,2,6,CKD,INA,336,192,144,-,-,-,49,96,216,144,240,192,"4,8%","1,2%",1.609
,,,,FE 84 SHD - 6 W,3908,MT,D,100,8000,5714,"7,50016014PR",136,3850,6770 X 2035 X 2210,3,4X2,FR,113,2,6,CKD,INA,-,-,-,-,-,-,2,-,-,-,-,-,"0,0%","0,0%",2
,,PT. Toyota Motor Mftg Indonesia,TOYOTA,DYNA,4009,MT,D,100,8250,6428,7.50016014PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,0,2,6,CKD,INA,5,-,-,5,5,-,-,-,-,-,-,15,"0,1%","0,0%",30
,,,,DYNA,4009,MT,D,100,8250,6428,7.50016014PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,-,-,-,10,-,-,-,"0,0%","0,0%",10
,,,,DYNA,4009,MT,D,100,8250,6428,7.50016014PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,0,2,6,CKD,INA,95,40,55,25,45,-,-,-,-,-,-,15,"0,8%","0,2%",275
,GVW 10 - 24 Ton [G/D],"PT. Hino Motor
Manufacturing Indonesia",HINO,FG8JE1B0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,78,30,72,12,-,-,-,-,-,-,-,-,"6,7%","0,1%",192
,,,,FG8JJ1D0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,53,66,36,24,6,18,-,-,-,-,24,36,"9,2%","0,2%",263
,,,,FG8JK1A0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,6,6,2,-,9,3,-,-,-,-,-,"0,9%","0,0%",26
,,,,FG8JK1A0JGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,6,-,-,12,18,-,-,-,-,-,"1,3%","0,0%",36
,,,,FG8JL1A0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,24,11,24,1,6,-,1,-,-,-,-,-,"2,3%","0,0%",67
,,,,FC9JNKA0NNJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,6,18,6,-,-,-,-,-,-,-,-,"1,0%","0,0%",30
,,,,SG8JE1B0EGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,78,72,108,30,12,54,30,-,-,-,12,6,"14,1%","0,3%",402
,,,,SG8JE1B0XGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,6,-,24,18,-,-,-,-,-,-,6,6,"2,1%","0,0%",60
,,,,FG8JM1A0DGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,6,-,-,3,-,-,-,-,-,-,-,-,"0,3%","0,0%",9
,,,,FG8JL1A0JGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,6,-,-,-,-,-,-,-,-,-,-,-,"0,2%","0,0%",6
,,,,FG8JP1A0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,34,93,90,61,6,12,-,-,-,-,-,3,"10,5%","0,2%",299
,,,,FG8JM1A0PGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",-
,,,,FG8JS1A0BGJ,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,50,46,60,14,6,-,2,-,-,-,-,3,"6,3%","0,1%",181
,,,,FG8JS1A0BGJL,7684,MT,D,0,15100,0,0,0,0,0,0,4X2,FR,0,2,6,CKD,INA,-,-,-,-,-,24,-,-,-,-,6,12,"1,5%","0,0%",42
,,PT. Isuzu Astra Motor Indonesia,ISUZU,FVR34L,7790,MT,D,200,16000,7167,10.00020016PR,240,4250,"7,685 x 2,450 x 2,860",3,4X2,FR,95,2,6,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,1,"0,0%","0,0%",1
,,,,GVR34H,7790,MT,D,200,16000,5125,10.00020 16PR,285,3450,5948 x 2470 x 2860,3,4X2,FR,95,2,6,CKD,INA,12,18,24,-,-,-,6,6,6,12,6,-,"3,1%","0,1%",90
,,,,FTR90L,5193,MT,D,200,14000,6500,9.00020014PR,210,4250,"7,345 x 2,400 x 2,720",3,4X2,FR,107,2,6,CKD,INA,18,18,18,-,-,-,-,-,-,6,-,6,"2,3%","0,0%",66
,,,,FVR 34 P TH,5193,MT,D,100,14000,65,9.00020014PR,210,4250,"7,345 x 2,400 x 2,720",3,4X2,FR,107,2,6,CKD,INA,6,18,18,-,-,-,-,-,-,-,-,-,"1,5%","0,0%",42
,,,,FVR34P,7790,MT,D,100,14000,7167,10.00020016PR,240,5050,"8,895 x 2,450 x 2,860",3,4X2,FR,95,2,6,CKD,INA,6,6,-,-,6,-,-,-,6,6,-,1,"1,1%","0,0%",31
,,,,FVR34S,7790,MT,D,200,16000,7167,10.00020016PR,240,6050,"10,495 x 2,450 x 2,860",3,4X2,FR,95,2,6,CKD,INA,41,55,18,18,12,6,-,-,6,6,-,3,"5,8%","0,1%",165
